model,rank,encoded_feature,original_feature,encoded_category,feature_type,feature_family,mean_abs_shap,mean_shap,business_meaning
stage5_lightgbm_smote_gpu,235,ORGANIZATION_TYPE_Insurance,ORGANIZATION_TYPE,Insurance,one_hot,categorical_profile,6.4264951552651e-06,-5.208645183113619e-06,工作单位/组织类型。
stage5_lightgbm_smote_gpu,236,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE,IT staff,one_hot,categorical_profile,5.8324058061836e-06,-5.8324058061836e-06,职业类型。
stage5_lightgbm_smote_gpu,237,FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,238,FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,239,FLAG_DOCUMENT_4,FLAG_DOCUMENT_4,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,240,FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,241,FLAG_MOBIL,FLAG_MOBIL,,numeric,flags_and_contacts,0.0,0.0,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_smote_gpu,242,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE,Monolithic,one_hot,other,0.0,0.0,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,243,FLAG_DOCUMENT_11,FLAG_DOCUMENT_11,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,244,FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,245,FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,246,FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,247,FLAG_DOCUMENT_13,FLAG_DOCUMENT_13,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,248,FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,249,FLAG_DOCUMENT_10,FLAG_DOCUMENT_10,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,250,FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,,numeric,flags_and_contacts,0.0,0.0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,251,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE,Other_A,one_hot,categorical_profile,0.0,0.0,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,252,CODE_GENDER_infrequent_sklearn,CODE_GENDER,infrequent_sklearn,one_hot,categorical_profile,0.0,0.0,申请人性别。
stage5_lightgbm_smote_gpu,253,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE,HR staff,one_hot,categorical_profile,0.0,0.0,职业类型。
stage5_lightgbm_smote_gpu,254,NAME_FAMILY_STATUS_infrequent_sklearn,NAME_FAMILY_STATUS,infrequent_sklearn,one_hot,categorical_profile,0.0,0.0,婚姻/家庭状态。
stage5_lightgbm_smote_gpu,255,ORGANIZATION_TYPE_Industry: type 7,ORGANIZATION_TYPE,Industry: type 7,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,256,ORGANIZATION_TYPE_Emergency,ORGANIZATION_TYPE,Emergency,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,257,ORGANIZATION_TYPE_Industry: type 5,ORGANIZATION_TYPE,Industry: type 5,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,258,ORGANIZATION_TYPE_Industry: type 12,ORGANIZATION_TYPE,Industry: type 12,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,259,ORGANIZATION_TYPE_Trade: type 2,ORGANIZATION_TYPE,Trade: type 2,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,260,ORGANIZATION_TYPE___RARE__,ORGANIZATION_TYPE,__RARE__,one_hot,categorical_profile,0.0,0.0,工作单位/组织类型。
stage5_lightgbm_raw_gpu,1,ext_source_mean,ext_source_mean,,numeric,external_score,0.5300156469692148,0.22058621923098917,三个外部信用评分的平均水平，用来概括申请人的综合外部信用质量。
stage5_lightgbm_raw_gpu,2,annuity_credit_ratio,annuity_credit_ratio,,numeric,amount_and_ratio,0.13890767074959112,0.03414127524915778,分期还款额相对授信金额的压力。
stage5_lightgbm_raw_gpu,3,goods_credit_ratio,goods_credit_ratio,,numeric,amount_and_ratio,0.12004030678261134,0.009117086267531502,商品价格相对授信金额的比例。
stage5_lightgbm_raw_gpu,4,EXT_SOURCE_3,EXT_SOURCE_3,,numeric,external_score,0.08965371701137832,0.014399653430292267,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,5,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE,Higher education,one_hot,categorical_profile,0.0674366463926841,0.006319932731734766,教育程度。
stage5_lightgbm_raw_gpu,6,CODE_GENDER_M,CODE_GENDER,M,one_hot,categorical_profile,0.06654641981049354,0.0006317980973978075,申请人性别。
stage5_lightgbm_raw_gpu,7,EXT_SOURCE_1,EXT_SOURCE_1,,numeric,external_score,0.06589830703958875,0.00721156183658339,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,8,ext_source_max,ext_source_max,,numeric,external_score,0.06562320050841453,0.022086062913272118,三个外部信用评分中的最高值，用来反映申请人最好的一侧外部信用信号。
stage5_lightgbm_raw_gpu,9,ext_source_min,ext_source_min,,numeric,external_score,0.0646999312901555,0.013158430647263117,三个外部信用评分中的最低值，用来捕捉外部评分中的短板信号。
stage5_lightgbm_raw_gpu,10,employment_age_ratio,employment_age_ratio,,numeric,amount_and_ratio,0.0569501771277968,0.004932488455604237,"Derived feature: employment days divided by birth days, both relative to application date."
stage5_lightgbm_raw_gpu,11,DAYS_ID_PUBLISH,DAYS_ID_PUBLISH,,numeric,age_and_tenure,0.05421027343786869,0.004580790359982942,身份证件签发距申请日的时间。
stage5_lightgbm_raw_gpu,12,age_years,age_years,,numeric,age_and_tenure,0.04302297668642567,0.010518730705839996,申请人年龄（年）。
stage5_lightgbm_raw_gpu,13,CODE_GENDER_F,CODE_GENDER,F,one_hot,categorical_profile,0.04076377179868562,0.0021358153777249,申请人性别。
stage5_lightgbm_raw_gpu,14,FLAG_OWN_CAR_N,FLAG_OWN_CAR,N,one_hot,flags_and_contacts,0.038185823930382605,0.0037003876261426437,是否拥有车辆，可能反映资产状况。
stage5_lightgbm_raw_gpu,15,log_AMT_ANNUITY,log_AMT_ANNUITY,,numeric,other,0.03809189862283995,0.0006789769384398926,分期还款金额的对数变换，用来降低极端年金值对模型的影响。
stage5_lightgbm_raw_gpu,16,REGION_POPULATION_RELATIVE,REGION_POPULATION_RELATIVE,,numeric,other,0.03315781014345085,0.00045659748094152125,申请人所在地区的人口相对密度。
stage5_lightgbm_raw_gpu,17,AMT_ANNUITY,AMT_ANNUITY,,numeric,amount_and_ratio,0.03190832727368085,0.00044050756579155155,贷款年金/分期还款压力。
stage5_lightgbm_raw_gpu,18,FLAG_WORK_PHONE,FLAG_WORK_PHONE,,numeric,flags_and_contacts,0.03126561323734408,0.0039097155203755745,是否提供工作电话，反映可联系性和工作信息完整度。
stage5_lightgbm_raw_gpu,19,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS,Married,one_hot,categorical_profile,0.030414206966205882,0.0024847666399797144,婚姻/家庭状态。
stage5_lightgbm_raw_gpu,20,DAYS_BIRTH,DAYS_BIRTH,,numeric,age_and_tenure,0.030255201411578014,0.0067161128982384365,申请人年龄，通常通过年龄阶段反映生命周期和收入稳定性。
stage5_lightgbm_raw_gpu,21,AMT_GOODS_PRICE,AMT_GOODS_PRICE,,numeric,amount_and_ratio,0.02947865815466085,0.003995514842119341,消费贷款对应商品价格。
stage5_lightgbm_raw_gpu,22,DAYS_LAST_PHONE_CHANGE,DAYS_LAST_PHONE_CHANGE,,numeric,age_and_tenure,0.02917746468140927,0.0022884382393207796,最近一次更换电话号码距申请日的时间，可能反映联系方式稳定性。
stage5_lightgbm_raw_gpu,23,DAYS_EMPLOYED,DAYS_EMPLOYED,,numeric,age_and_tenure,0.028864397895167922,0.0030432361151168986,当前工作年限，反映就业稳定性。
stage5_lightgbm_raw_gpu,24,OWN_CAR_AGE,OWN_CAR_AGE,,numeric,other,0.028407512601733874,0.0021132508088454846,Age of client's car
stage5_lightgbm_raw_gpu,25,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,,numeric,amount_and_ratio,0.027571043079589522,0.0010182503161252443,Number of enquiries to Credit Bureau about the client 3 month before application (excluding one month before application)
stage5_lightgbm_raw_gpu,26,EXT_SOURCE_2,EXT_SOURCE_2,,numeric,external_score,0.02743560843987427,0.008611947322862983,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,27,FLAG_DOCUMENT_3,FLAG_DOCUMENT_3,,numeric,flags_and_contacts,0.027348846409559882,0.0030897351649500156,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_raw_gpu,28,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT_W_CITY,,numeric,other,0.026680400714855786,0.0018328675456766566,结合城市后的客户所在区域评级。
stage5_lightgbm_raw_gpu,29,FLAG_OWN_CAR_Y,FLAG_OWN_CAR,Y,one_hot,flags_and_contacts,0.026302198122071487,0.002949687540005784,是否拥有车辆，可能反映资产状况。
stage5_lightgbm_raw_gpu,30,annuity_income_ratio,annuity_income_ratio,,numeric,amount_and_ratio,0.025098683381609112,0.001403981052833559,分期还款额相对收入的压力。
stage5_lightgbm_raw_gpu,31,log_AMT_GOODS_PRICE,log_AMT_GOODS_PRICE,,numeric,other,0.024635438972795822,0.003125070199197113,商品价格的对数变换，用来降低极端商品价格对模型的影响。
stage5_lightgbm_raw_gpu,32,employment_years,employment_years,,numeric,age_and_tenure,0.02441188359891077,0.004128544466602706,当前就业年限（年）。
stage5_lightgbm_raw_gpu,33,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,,numeric,amount_and_ratio,0.022192415155985336,0.0005041938977935353,申请前一年内的征信查询次数，反映中期信贷申请活跃度。
stage5_lightgbm_raw_gpu,34,DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,,numeric,other,0.020791410201361604,0.00021592534830392745,申请人社交圈中出现 30 天以上逾期的人数，反映周边信用环境。
stage5_lightgbm_raw_gpu,35,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_EDUCATION_TYPE,Secondary / secondary special,one_hot,categorical_profile,0.020425945652619182,0.0010809755989825535,教育程度。
stage5_lightgbm_raw_gpu,36,document_flag_sum,document_flag_sum,,numeric,flags_and_contacts,0.018773606648289805,0.0025224547618933274,提交文件数量汇总，反映申请材料完整性。
stage5_lightgbm_raw_gpu,37,NAME_INCOME_TYPE_Working,NAME_INCOME_TYPE,Working,one_hot,categorical_profile,0.016299501906097514,0.0011096877258694243,收入来源类型。
stage5_lightgbm_raw_gpu,38,DAYS_REGISTRATION,DAYS_REGISTRATION,,numeric,age_and_tenure,0.01616019597844268,0.0009409851611716658,最近一次变更登记信息距申请日的时间，可能反映居住或身份信息稳定性。
stage5_lightgbm_raw_gpu,39,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE,Self-employed,one_hot,categorical_profile,0.015867309129603997,0.0012124446952432454,工作单位/组织类型。
stage5_lightgbm_raw_gpu,40,credit_per_person,credit_per_person,,numeric,amount_and_ratio,0.014889895493148848,-5.442967462136902e-05,家庭人均授信金额。
stage5_lightgbm_raw_gpu,41,HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,,numeric,other,0.013795547271527132,0.0012478272556498337,Approximately at what hour did the client apply for the loan
stage5_lightgbm_raw_gpu,42,DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,,numeric,other,0.013221840014365145,0.0006704060821281317,How many observation of client's social surroundings defaulted on 60 (days past due) DPD
stage5_lightgbm_raw_gpu,43,income_per_person,income_per_person,,numeric,amount_and_ratio,0.012504690759452274,-0.00023173565699284614,家庭人均收入。
stage5_lightgbm_raw_gpu,44,log_AMT_CREDIT,log_AMT_CREDIT,,numeric,other,0.012296367359175928,0.0014828054523517318,授信金额的对数变换，用来降低极端授信金额对模型的影响。
stage5_lightgbm_raw_gpu,45,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE,Business Entity Type 3,one_hot,categorical_profile,0.01184218831203542,-0.0004600153029954221,工作单位/组织类型。
stage5_lightgbm_raw_gpu,46,WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE,Panel,one_hot,other,0.011064323656075655,0.0002558494893540536,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,47,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE,Core staff,one_hot,categorical_profile,0.010708066304911466,0.0005524872268017269,职业类型。
stage5_lightgbm_raw_gpu,48,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE,Cash loans,one_hot,categorical_profile,0.010574158467205799,-0.0007030853528079606,贷款产品类型。
stage5_lightgbm_raw_gpu,49,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_LIVE_CITY,,numeric,other,0.010138782209594722,0.0009968126406465685,"Flag if client's permanent address does not match contact address (1=different, 0=same, at city level)"
stage5_lightgbm_raw_gpu,50,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BEGINEXPLUATATION_MEDI,,numeric,other,0.010110461600267599,0.0002466412825600241,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,51,credit_income_ratio,credit_income_ratio,,numeric,amount_and_ratio,0.009973982772666689,0.0007431665506623627,授信金额相对收入的杠杆水平。
stage5_lightgbm_raw_gpu,52,ext_source_std,ext_source_std,,numeric,external_score,0.00967830391450934,0.0014112569799738899,三个外部信用评分的离散程度，用来衡量外部评分是否一致。
stage5_lightgbm_raw_gpu,53,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,,numeric,flags_and_contacts,0.00897896552313414,0.0009219237834982122,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_raw_gpu,54,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START,MONDAY,one_hot,other,0.008654021988116538,-4.904845674932518e-05,贷款申请提交的星期几。
stage5_lightgbm_raw_gpu,55,AMT_CREDIT,AMT_CREDIT,,numeric,amount_and_ratio,0.008594889635120681,0.002983684468803122,贷款授信金额，金额越高，潜在敞口越大。
stage5_lightgbm_raw_gpu,56,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE,Accountants,one_hot,categorical_profile,0.0082064930792082,0.0006372224214170019,职业类型。
stage5_lightgbm_raw_gpu,57,bureau_request_total,bureau_request_total,,numeric,other,0.007680131725983485,-0.0003802426338980223,征信查询次数汇总，可能反映近期信贷活跃度。
stage5_lightgbm_raw_gpu,58,NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,,numeric,other,0.007657305458157762,-0.0013465579644754216,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,59,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,,numeric,amount_and_ratio,0.007593742554607686,0.0003901766113712148,申请前一个月内的征信查询次数，反映近期信贷申请活跃度。
stage5_lightgbm_raw_gpu,60,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE,School,one_hot,categorical_profile,0.006659691130045102,0.0004956357640276525,工作单位/组织类型。
stage5_lightgbm_raw_gpu,61,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE,State servant,one_hot,categorical_profile,0.006416395974548928,0.0002278723882676742,收入来源类型。
stage5_lightgbm_raw_gpu,62,COMMONAREA_MEDI,COMMONAREA_MEDI,,numeric,other,0.005406375216967101,2.206885480522135e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,63,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,,numeric,other,0.005272004986316942,0.00016287341996659287,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,64,YEARS_BUILD_MODE,YEARS_BUILD_MODE,,numeric,other,0.004759462212511051,7.482921158465786e-06,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,65,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE,Construction,one_hot,categorical_profile,0.004747075785079846,0.0006029690112337945,工作单位/组织类型。
stage5_lightgbm_raw_gpu,66,FLOORSMAX_AVG,FLOORSMAX_AVG,,numeric,other,0.0047352763353293685,0.00020242055270328419,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,67,log_AMT_INCOME_TOTAL,log_AMT_INCOME_TOTAL,,numeric,other,0.004538409664423315,0.0009465862611068372,收入金额的对数变换，用来降低极端收入值对模型的影响。
stage5_lightgbm_raw_gpu,68,ORGANIZATION_TYPE_Industry: type 9,ORGANIZATION_TYPE,Industry: type 9,one_hot,categorical_profile,0.004453098707022118,7.815194107993998e-07,工作单位/组织类型。
stage5_lightgbm_raw_gpu,69,LANDAREA_MODE,LANDAREA_MODE,,numeric,other,0.00425473323553439,0.00016687740116547194,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,70,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE,House / apartment,one_hot,categorical_profile,0.004134916372373302,0.0006686914937575366,居住情况。
stage5_lightgbm_raw_gpu,71,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE,High skill tech staff,one_hot,categorical_profile,0.004049589649469611,0.0003345796195694785,职业类型。
stage5_lightgbm_raw_gpu,72,APARTMENTS_MODE,APARTMENTS_MODE,,numeric,other,0.003970114713035744,5.298787312541092e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,73,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE,Transport: type 3,one_hot,categorical_profile,0.00377194912252196,0.001066732925817597,工作单位/组织类型。
stage5_lightgbm_raw_gpu,74,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE,Military,one_hot,categorical_profile,0.0037573729079485754,0.00040961425594733,工作单位/组织类型。
stage5_lightgbm_raw_gpu,75,FLOORSMAX_MEDI,FLOORSMAX_MEDI,,numeric,other,0.0036614512496279746,0.00033393452660267285,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,76,NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,,numeric,other,0.003657647547356958,0.0010371161120496682,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,77,FLAG_OWN_REALTY_N,FLAG_OWN_REALTY,N,one_hot,flags_and_contacts,0.003529379912702242,0.0001454376127133259,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_raw_gpu,78,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,,numeric,other,0.0034427164593687767,0.0002234813883537492,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,79,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE,Laborers,one_hot,categorical_profile,0.00343628052898566,0.00038613393422580857,职业类型。
stage5_lightgbm_raw_gpu,80,AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,,numeric,amount_and_ratio,0.0034227013695447245,3.6762016979269754e-05,申请人收入水平，用于衡量还款能力。
stage5_lightgbm_raw_gpu,81,BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,,numeric,other,0.0033516283640279577,-0.00034498039364389704,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,82,COMMONAREA_MODE,COMMONAREA_MODE,,numeric,other,0.003347994300805956,0.0011666708511772366,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,83,OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,,numeric,other,0.003320609153835474,8.608287881888266e-05,How many observation of client's social surroundings with observable 60 DPD (days past due) default
stage5_lightgbm_raw_gpu,84,LANDAREA_AVG,LANDAREA_AVG,,numeric,other,0.0033137843651894123,0.00034235156380445046,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,85,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE,Sales staff,one_hot,categorical_profile,0.0032966435566881545,0.00018129818579647904,职业类型。
stage5_lightgbm_raw_gpu,86,OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,,numeric,other,0.0032862551001499683,-2.68131219822892e-05,How many observation of client's social surroundings with observable 30 DPD (days past due) default
stage5_lightgbm_raw_gpu,87,FONDKAPREMONT_MODE___MISSING__,FONDKAPREMONT_MODE,__MISSING__,one_hot,other,0.003231621293341439,8.883375990153544e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,88,LIVINGAREA_AVG,LIVINGAREA_AVG,,numeric,other,0.003226313724161968,0.0005516646539743807,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,89,ENTRANCES_MEDI,ENTRANCES_MEDI,,numeric,other,0.003139406419888179,0.00012820924445626914,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,90,LIVINGAREA_MODE,LIVINGAREA_MODE,,numeric,other,0.0031045456130996863,-0.0007247961581150148,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,91,TOTALAREA_MODE,TOTALAREA_MODE,,numeric,other,0.003075300028899163,0.0005830619206607198,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,92,APARTMENTS_MEDI,APARTMENTS_MEDI,,numeric,other,0.0030104329737836878,0.0004269027264602819,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,93,BASEMENTAREA_MODE,BASEMENTAREA_MODE,,numeric,other,0.0027692638312496465,0.0007950058342746513,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,94,APARTMENTS_AVG,APARTMENTS_AVG,,numeric,other,0.0026898992549226216,0.0006372884766971743,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,95,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,WEEKDAY_APPR_PROCESS_START,WEDNESDAY,one_hot,other,0.0026494939493820284,0.0001366632364016871,贷款申请提交的星期几。
stage5_lightgbm_raw_gpu,96,BASEMENTAREA_AVG,BASEMENTAREA_AVG,,numeric,other,0.002618512436669314,0.0003356649545520094,居住房屋地下室面积相关标准化信息，属于居住条件特征。
stage5_lightgbm_raw_gpu,97,LANDAREA_MEDI,LANDAREA_MEDI,,numeric,other,0.002578709204751381,0.000433140407907424,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,98,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,,numeric,other,0.002549816541657726,-0.00021221588859659903,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,99,LIVE_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,,numeric,other,0.0025226239940789904,-0.0002983974684155409,"Flag if client's contact address does not match work address (1=different, 0=same, at city level)"
