model,rank,encoded_feature,original_feature,encoded_category,feature_type,feature_family,importance_gain,importance_split,business_meaning
stage5_lightgbm_raw_gpu,3,ext_source_min,ext_source_min,,numeric,external_score,12555.884662151337,387,三个外部信用评分中的最低值，用来捕捉外部评分中的短板信号。
stage5_lightgbm_raw_gpu,4,goods_credit_ratio,goods_credit_ratio,,numeric,amount_and_ratio,12171.488468170166,470,商品价格相对授信金额的比例。
stage5_lightgbm_raw_gpu,5,ext_source_max,ext_source_max,,numeric,external_score,11307.299009084702,405,三个外部信用评分中的最高值，用来反映申请人最好的一侧外部信用信号。
stage5_lightgbm_raw_gpu,6,EXT_SOURCE_3,EXT_SOURCE_3,,numeric,external_score,10421.570245742798,528,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,7,DAYS_ID_PUBLISH,DAYS_ID_PUBLISH,,numeric,age_and_tenure,8561.534230947495,635,身份证件签发距申请日的时间。
stage5_lightgbm_raw_gpu,8,EXT_SOURCE_1,EXT_SOURCE_1,,numeric,external_score,8313.760199069977,490,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,9,employment_age_ratio,employment_age_ratio,,numeric,amount_and_ratio,7742.838240623474,424,"Derived feature: employment days divided by birth days, both relative to application date."
stage5_lightgbm_raw_gpu,10,age_years,age_years,,numeric,age_and_tenure,7494.7009155750275,462,申请人年龄（年）。
stage5_lightgbm_raw_gpu,11,DAYS_REGISTRATION,DAYS_REGISTRATION,,numeric,age_and_tenure,6646.835728168488,564,最近一次变更登记信息距申请日的时间，可能反映居住或身份信息稳定性。
stage5_lightgbm_raw_gpu,12,DAYS_BIRTH,DAYS_BIRTH,,numeric,age_and_tenure,6515.303040027618,437,申请人年龄，通常通过年龄阶段反映生命周期和收入稳定性。
stage5_lightgbm_raw_gpu,13,EXT_SOURCE_2,EXT_SOURCE_2,,numeric,external_score,6181.073356151581,480,外部信用评分相关变量，通常反映第三方或外部数据源对申请人风险质量的综合判断。
stage5_lightgbm_raw_gpu,14,DAYS_LAST_PHONE_CHANGE,DAYS_LAST_PHONE_CHANGE,,numeric,age_and_tenure,6041.8998918533325,491,最近一次更换电话号码距申请日的时间，可能反映联系方式稳定性。
stage5_lightgbm_raw_gpu,15,annuity_income_ratio,annuity_income_ratio,,numeric,amount_and_ratio,5949.780216217041,452,分期还款额相对收入的压力。
stage5_lightgbm_raw_gpu,16,ext_source_std,ext_source_std,,numeric,external_score,5525.080283880234,460,三个外部信用评分的离散程度，用来衡量外部评分是否一致。
stage5_lightgbm_raw_gpu,17,credit_per_person,credit_per_person,,numeric,amount_and_ratio,4948.932550668716,422,家庭人均授信金额。
stage5_lightgbm_raw_gpu,18,DAYS_EMPLOYED,DAYS_EMPLOYED,,numeric,age_and_tenure,4633.355544805527,315,当前工作年限，反映就业稳定性。
stage5_lightgbm_raw_gpu,19,AMT_ANNUITY,AMT_ANNUITY,,numeric,amount_and_ratio,4548.157690048218,311,贷款年金/分期还款压力。
stage5_lightgbm_raw_gpu,20,credit_income_ratio,credit_income_ratio,,numeric,amount_and_ratio,4407.213539600372,344,授信金额相对收入的杠杆水平。
stage5_lightgbm_raw_gpu,21,REGION_POPULATION_RELATIVE,REGION_POPULATION_RELATIVE,,numeric,other,4360.771812438965,392,申请人所在地区的人口相对密度。
stage5_lightgbm_raw_gpu,22,income_per_person,income_per_person,,numeric,amount_and_ratio,4039.3713026046753,355,家庭人均收入。
stage5_lightgbm_raw_gpu,23,log_AMT_ANNUITY,log_AMT_ANNUITY,,numeric,other,3798.1172382831573,238,分期还款金额的对数变换，用来降低极端年金值对模型的影响。
stage5_lightgbm_raw_gpu,24,employment_years,employment_years,,numeric,age_and_tenure,3744.59091591835,252,当前就业年限（年）。
stage5_lightgbm_raw_gpu,25,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE,Higher education,one_hot,categorical_profile,3711.8601717948914,91,教育程度。
stage5_lightgbm_raw_gpu,26,AMT_GOODS_PRICE,AMT_GOODS_PRICE,,numeric,amount_and_ratio,3701.7026085853577,203,消费贷款对应商品价格。
stage5_lightgbm_raw_gpu,27,OWN_CAR_AGE,OWN_CAR_AGE,,numeric,other,3280.8249111175537,198,Age of client's car
stage5_lightgbm_raw_gpu,28,log_AMT_GOODS_PRICE,log_AMT_GOODS_PRICE,,numeric,other,3031.068507194519,184,商品价格的对数变换，用来降低极端商品价格对模型的影响。
stage5_lightgbm_raw_gpu,29,CODE_GENDER_M,CODE_GENDER,M,one_hot,categorical_profile,2976.498969554901,106,申请人性别。
stage5_lightgbm_raw_gpu,30,log_AMT_CREDIT,log_AMT_CREDIT,,numeric,other,2565.68164563179,168,授信金额的对数变换，用来降低极端授信金额对模型的影响。
stage5_lightgbm_raw_gpu,31,HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,,numeric,other,2468.2936358451843,229,Approximately at what hour did the client apply for the loan
stage5_lightgbm_raw_gpu,32,AMT_CREDIT,AMT_CREDIT,,numeric,amount_and_ratio,2352.0370836257935,184,贷款授信金额，金额越高，潜在敞口越大。
stage5_lightgbm_raw_gpu,33,bureau_request_total,bureau_request_total,,numeric,other,1866.9659440517426,165,征信查询次数汇总，可能反映近期信贷活跃度。
stage5_lightgbm_raw_gpu,34,TOTALAREA_MODE,TOTALAREA_MODE,,numeric,other,1800.8883867263794,157,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,35,CODE_GENDER_F,CODE_GENDER,F,one_hot,categorical_profile,1740.3434953689575,73,申请人性别。
stage5_lightgbm_raw_gpu,36,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,,numeric,amount_and_ratio,1640.812865972519,133,申请前一年内的征信查询次数，反映中期信贷申请活跃度。
stage5_lightgbm_raw_gpu,37,log_AMT_INCOME_TOTAL,log_AMT_INCOME_TOTAL,,numeric,other,1629.1848776340485,146,收入金额的对数变换，用来降低极端收入值对模型的影响。
stage5_lightgbm_raw_gpu,38,AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,,numeric,amount_and_ratio,1628.9899225234985,143,申请人收入水平，用于衡量还款能力。
stage5_lightgbm_raw_gpu,39,DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,,numeric,other,1583.3812265396118,84,申请人社交圈中出现 30 天以上逾期的人数，反映周边信用环境。
stage5_lightgbm_raw_gpu,40,FLAG_DOCUMENT_3,FLAG_DOCUMENT_3,,numeric,flags_and_contacts,1512.6147637367249,59,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_raw_gpu,41,document_flag_sum,document_flag_sum,,numeric,flags_and_contacts,1450.0771946907043,79,提交文件数量汇总，反映申请材料完整性。
stage5_lightgbm_raw_gpu,42,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_EDUCATION_TYPE,Secondary / secondary special,one_hot,categorical_profile,1448.9513697624207,65,教育程度。
stage5_lightgbm_raw_gpu,43,LANDAREA_MODE,LANDAREA_MODE,,numeric,other,1420.518309354782,125,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,44,BASEMENTAREA_AVG,BASEMENTAREA_AVG,,numeric,other,1334.7014999389648,97,居住房屋地下室面积相关标准化信息，属于居住条件特征。
stage5_lightgbm_raw_gpu,45,LIVINGAREA_MODE,LIVINGAREA_MODE,,numeric,other,1316.3830637931824,120,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,46,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BEGINEXPLUATATION_MEDI,,numeric,other,1308.229575395584,101,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,47,BASEMENTAREA_MODE,BASEMENTAREA_MODE,,numeric,other,1274.2453417778015,105,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,48,COMMONAREA_MODE,COMMONAREA_MODE,,numeric,other,1244.0510556697845,109,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,49,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,,numeric,other,1213.706142425537,98,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,50,FLAG_OWN_CAR_N,FLAG_OWN_CAR,N,one_hot,flags_and_contacts,1186.2615480422974,55,是否拥有车辆，可能反映资产状况。
stage5_lightgbm_raw_gpu,51,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS,Married,one_hot,categorical_profile,1183.879831790924,76,婚姻/家庭状态。
stage5_lightgbm_raw_gpu,52,APARTMENTS_MODE,APARTMENTS_MODE,,numeric,other,1178.745029449463,100,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,53,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,,numeric,other,1171.5213506221771,85,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,54,NONLIVINGAREA_MEDI,NONLIVINGAREA_MEDI,,numeric,other,1161.9415485858917,99,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,55,FLAG_WORK_PHONE,FLAG_WORK_PHONE,,numeric,flags_and_contacts,1161.765902042389,70,是否提供工作电话，反映可联系性和工作信息完整度。
stage5_lightgbm_raw_gpu,56,NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,,numeric,other,1146.6513299942017,103,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,57,NAME_INCOME_TYPE_Working,NAME_INCOME_TYPE,Working,one_hot,categorical_profile,1124.6471338272095,52,收入来源类型。
stage5_lightgbm_raw_gpu,58,LIVINGAREA_AVG,LIVINGAREA_AVG,,numeric,other,1088.9336168766022,96,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,59,OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,,numeric,other,1074.9391469955444,93,How many observation of client's social surroundings with observable 30 DPD (days past due) default
stage5_lightgbm_raw_gpu,60,NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,,numeric,other,1059.8941130638123,93,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,61,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,,numeric,amount_and_ratio,1056.8826990127563,81,Number of enquiries to Credit Bureau about the client 3 month before application (excluding one month before application)
stage5_lightgbm_raw_gpu,62,LIVINGAREA_MEDI,LIVINGAREA_MEDI,,numeric,other,1050.2134580612183,83,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,63,LANDAREA_AVG,LANDAREA_AVG,,numeric,other,1048.5543284416199,99,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,64,DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,,numeric,other,1025.4466226100922,63,How many observation of client's social surroundings defaulted on 60 (days past due) DPD
stage5_lightgbm_raw_gpu,65,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,,numeric,other,990.8338584899902,74,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,66,APARTMENTS_AVG,APARTMENTS_AVG,,numeric,other,985.0693612098694,84,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,67,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT_W_CITY,,numeric,other,927.449541091919,64,结合城市后的客户所在区域评级。
stage5_lightgbm_raw_gpu,68,FLAG_OWN_CAR_Y,FLAG_OWN_CAR,Y,one_hot,flags_and_contacts,891.6172552108765,47,是否拥有车辆，可能反映资产状况。
stage5_lightgbm_raw_gpu,69,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,,numeric,other,890.3800129890442,73,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,70,APARTMENTS_MEDI,APARTMENTS_MEDI,,numeric,other,855.9295892715454,71,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,71,COMMONAREA_MEDI,COMMONAREA_MEDI,,numeric,other,835.3874011039734,78,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,72,LANDAREA_MEDI,LANDAREA_MEDI,,numeric,other,803.2500128746033,72,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,73,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE,Self-employed,one_hot,categorical_profile,753.8126604557037,54,工作单位/组织类型。
stage5_lightgbm_raw_gpu,74,OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,,numeric,other,726.5607261657715,64,How many observation of client's social surroundings with observable 60 DPD (days past due) default
stage5_lightgbm_raw_gpu,75,BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,,numeric,other,715.649436712265,65,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,76,YEARS_BUILD_AVG,YEARS_BUILD_AVG,,numeric,other,687.9166231155396,65,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,77,COMMONAREA_AVG,COMMONAREA_AVG,,numeric,other,662.8435735702515,62,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,78,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,,numeric,amount_and_ratio,634.9362089633942,63,申请前一个月内的征信查询次数，反映近期信贷申请活跃度。
stage5_lightgbm_raw_gpu,79,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_LIVE_CITY,,numeric,other,631.0605940818787,47,"Flag if client's permanent address does not match contact address (1=different, 0=same, at city level)"
stage5_lightgbm_raw_gpu,80,contact_flag_sum,contact_flag_sum,,numeric,flags_and_contacts,619.4674406051636,54,联系方式标记数量汇总，反映联系信息完整程度。
stage5_lightgbm_raw_gpu,81,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE,Core staff,one_hot,categorical_profile,607.127899646759,32,职业类型。
stage5_lightgbm_raw_gpu,82,YEARS_BUILD_MEDI,YEARS_BUILD_MEDI,,numeric,other,603.9581098556519,53,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,83,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE,Transport: type 3,one_hot,categorical_profile,589.069739818573,42,工作单位/组织类型。
stage5_lightgbm_raw_gpu,84,FLOORSMAX_AVG,FLOORSMAX_AVG,,numeric,other,562.5204682350159,42,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,85,ENTRANCES_AVG,ENTRANCES_AVG,,numeric,other,550.5189499855042,48,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,86,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE,Business Entity Type 3,one_hot,categorical_profile,550.4091267585754,45,工作单位/组织类型。
stage5_lightgbm_raw_gpu,87,YEARS_BUILD_MODE,YEARS_BUILD_MODE,,numeric,other,544.8189578056335,63,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,88,LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,,numeric,other,535.8065214157104,44,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,89,ENTRANCES_MODE,ENTRANCES_MODE,,numeric,other,477.65500831604004,39,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,90,FLOORSMIN_AVG,FLOORSMIN_AVG,,numeric,other,439.6089720726013,38,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,91,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE,Cash loans,one_hot,categorical_profile,422.2322220802307,24,贷款产品类型。
stage5_lightgbm_raw_gpu,92,FLOORSMAX_MEDI,FLOORSMAX_MEDI,,numeric,other,421.1191487312317,24,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,93,CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,,numeric,family_structure,416.8834402561188,41,How many family members does client have
stage5_lightgbm_raw_gpu,94,WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE,Panel,one_hot,other,406.01085782051086,26,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,95,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,,numeric,other,393.95218229293823,33,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,96,ENTRANCES_MEDI,ENTRANCES_MEDI,,numeric,other,375.1118698120117,32,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,97,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,,numeric,other,373.6100392341614,37,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,98,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE,Military,one_hot,categorical_profile,347.717711687088,34,工作单位/组织类型。
stage5_lightgbm_raw_gpu,99,children_ratio,children_ratio,,numeric,amount_and_ratio,341.86134099960327,32,家庭中儿童占比，反映家庭抚养压力。
stage5_lightgbm_raw_gpu,100,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE,Construction,one_hot,categorical_profile,341.413298368454,30,工作单位/组织类型。
stage5_lightgbm_raw_gpu,101,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE,High skill tech staff,one_hot,categorical_profile,333.33133149147034,32,职业类型。
stage5_lightgbm_raw_gpu,102,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE,Laborers,one_hot,categorical_profile,332.5484209060669,30,职业类型。
stage5_lightgbm_raw_gpu,103,REGION_RATING_CLIENT,REGION_RATING_CLIENT,,numeric,other,330.6882185935974,29,客户所在区域评级。
stage5_lightgbm_raw_gpu,104,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START,MONDAY,one_hot,other,315.0314795970917,33,贷款申请提交的星期几。
stage5_lightgbm_raw_gpu,105,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE,House / apartment,one_hot,categorical_profile,314.96238946914673,25,居住情况。
stage5_lightgbm_raw_gpu,106,FLAG_PHONE,FLAG_PHONE,,numeric,flags_and_contacts,314.12864923477173,31,是否提供联系电话，反映联系信息完整度。
stage5_lightgbm_raw_gpu,107,FLAG_OWN_REALTY_N,FLAG_OWN_REALTY,N,one_hot,flags_and_contacts,311.9589385986328,26,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_raw_gpu,108,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE,State servant,one_hot,categorical_profile,310.15538120269775,18,收入来源类型。
stage5_lightgbm_raw_gpu,109,CNT_CHILDREN,CNT_CHILDREN,,numeric,family_structure,300.40402936935425,28,Number of children the client has
stage5_lightgbm_raw_gpu,110,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE,Sales staff,one_hot,categorical_profile,297.54650020599365,22,职业类型。
stage5_lightgbm_raw_gpu,111,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE,Commercial associate,one_hot,categorical_profile,295.0667290687561,24,收入来源类型。
stage5_lightgbm_raw_gpu,112,NAME_TYPE_SUITE_Unaccompanied,NAME_TYPE_SUITE,Unaccompanied,one_hot,categorical_profile,271.01781129837036,24,Who was accompanying client when he was applying for the loan
stage5_lightgbm_raw_gpu,113,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE,Low-skill Laborers,one_hot,categorical_profile,265.04541969299316,16,职业类型。
stage5_lightgbm_raw_gpu,114,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS,Civil marriage,one_hot,categorical_profile,261.1417398452759,28,婚姻/家庭状态。
stage5_lightgbm_raw_gpu,115,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START,FRIDAY,one_hot,other,244.72720909118652,22,贷款申请提交的星期几。
stage5_lightgbm_raw_gpu,116,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,WEEKDAY_APPR_PROCESS_START,WEDNESDAY,one_hot,other,243.94531202316284,23,贷款申请提交的星期几。
stage5_lightgbm_raw_gpu,117,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,,numeric,other,242.80937957763672,24,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,118,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE,Accountants,one_hot,categorical_profile,237.99477910995483,25,职业类型。
stage5_lightgbm_raw_gpu,119,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE,Realtor,one_hot,categorical_profile,231.83491039276123,15,工作单位/组织类型。
stage5_lightgbm_raw_gpu,120,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,,numeric,amount_and_ratio,227.5262713432312,22,Number of enquiries to Credit Bureau about the client one week before application (excluding one day before application)
stage5_lightgbm_raw_gpu,121,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS,Single / not married,one_hot,categorical_profile,221.15977144241333,18,婚姻/家庭状态。
stage5_lightgbm_raw_gpu,122,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE,School,one_hot,categorical_profile,219.66212725639343,22,工作单位/组织类型。
stage5_lightgbm_raw_gpu,123,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE,"Stone, brick",one_hot,other,218.90685939788818,19,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,124,REG_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,,numeric,other,206.09884023666382,16,"Flag if client's permanent address does not match work address (1=different, 0=same, at city level)"
stage5_lightgbm_raw_gpu,125,FLOORSMAX_MODE,FLOORSMAX_MODE,,numeric,other,205.18920040130615,18,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_raw_gpu,126,ORGANIZATION_TYPE_Industry: type 9,ORGANIZATION_TYPE,Industry: type 9,one_hot,categorical_profile,201.29372096061707,24,工作单位/组织类型。
stage5_lightgbm_raw_gpu,127,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,,numeric,flags_and_contacts,197.7680103778839,24,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_raw_gpu,128,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE,Drivers,one_hot,categorical_profile,196.8593511581421,18,职业类型。
